userId,movieId,ratting,timestamp,last,histHighRatedMovieIds,negHistMovieIds,gender,age,occupation,zipCode,title,genres,label
530,1960,5,976144055,1.0,162|1124|1208|3551|2020|1307|1079|1699|1185|678,3102|1312|281|3370|3761|1094|3652|936|3170|3607,M,25,2,10019,"Last Emperor, The (1987)",Drama|War,1
1310,1960,3,974782001,1.0,1196|1293|1185|3526|2000|3683|3685|3360|2243|3111,476|964|836|132|1086|2964|1625|3409|409|314,M,45,0,92866,"Last Emperor, The (1987)",Drama|War,0
3033,1960,5,971549508,1.0,587|2706|3536|32|1918|2001|2002|541|2918|1408,2758|3147|3741|3584|3407|10|3378|1173|1471|3732,M,18,4,02906,"Last Emperor, The (1987)",Drama|War,1
4114,1960,4,965365085,1.0,1206|1214|924|32|1584|1262|1204|1217|3066|1408,2974|2066|1006|68|457|312|1810|1393|2279|465,M,35,14,48187,"Last Emperor, The (1987)",Drama|War,1
532,2622,4,976140759,1.0,1580|2916|2174|2193|2021|2628|1848|2105|2140|2054,286|3245|2656|2089|3088|115|1998|2594|2763|15,M,25,7,94301,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,1
4336,2622,1,965242072,1.0,1645|253|426|1339|2389|2004|2514|724|1623|879,546|1459|271|491|2510|3044|2145|1580|2147|878,F,25,0,40241,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,0
5401,2622,3,963434762,1.0,1967|1012|588|2161|1013|1014|2174|2797|2005|2193,1269|766|3896|3323|355|1596|903|1276|2939|1517,F,18,1,20003,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,0
533,3448,3,976299755,1.0,3760|1517|101|368|223|2011|2867|2302|3086|3087,1366|594|729|1933|580|3159|1846|1516|1049|999,M,25,12,27514,"Good Morning, Vietnam (1987)",Comedy|Drama|War,0
537,2336,5,976137909,1.0,1230|110|1208|154|1247|1354|920|2863|529|537,1032|372|1487|157|2847|3794|2619|1335|3318|2683,M,45,14,07704,Elizabeth (1998),Drama,1
1550,2336,5,974742161,1.0,593|2858|1704|2762|556|3006|759|1213|1265|2997,484|1482|478|1199|1017|2223|1612|1868|1066|2895,M,18,4,11580,Elizabeth (1998),Drama,1
3030,2336,3,970355656,1.0,1704|1914|34|3148|36|508|562|3418|3100|150,2951|340|1490|1653|1655|2816|3661|3456|1283|1782,M,35,1,48103,Elizabeth (1998),Drama,0
3240,2336,4,968551379,1.0,50|2762|2391|47|1834|16|2706|2997|2369|1093,903|1698|11|2745|2052|1594|1568|3061|3174|563,M,18,4,55403,Elizabeth (1998),Drama,1
4739,2336,5,964403004,1.0,1653|1608|2083|3450|2502|3578|1136|2137|3396|3793,1635|2883|3906|1283|1516|3914|3069|1296|3190|987,M,25,3,32580,Elizabeth (1998),Drama,1
5632,2336,5,959015166,1.0,3082|648|95|1722|316|2858|912|3083|17|1962,1031|3676|2713|1854|914|1050|609|2976|720|651,F,18,4,78628,Elizabeth (1998),Drama,1
538,1580,4,976131844,1.0,1198|1931|941|952|2871|2899|1019|592|1374|1275,1568|2712|863|1369|279|226|3735|358|2373|3171,M,56,16,95407,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,1
723,1580,5,975525099,1.0,2694|223|2772|3175|2959|2580|3578|2502|1513|1249,3457|3726|818|1002|766|422|419|1110|1174|111,M,25,12,98027,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,1
793,1580,3,975424278,1.0,1947|2857|2081|2087|3061|1022|709|902|2137|588,1443|3157|3573|1447|2999|1528|1256|3648|3375|194,F,35,14,37043,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,0
1830,1580,4,974698556,1.0,3527|1220|589|457|112|377|733|1370|2916|1552,1240|2143|2315|1166|944|3285|387|2454|3674|3706,M,18,4,12180,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,1
1937,1580,3,974922345,1.0,2289|1392|497|3060|3052|3255|1243|3174|45|1885,3107|2416|3475|2611|956|3667|309|719|1240|2932,M,25,11,92335,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,0
1961,1580,2,974729855,1.0,3384|3555|2985|2641|1220|1275|1610|3763|1370|1101,2797|3128|2400|2848|1789|1364|679|3677|3930|2707,F,50,3,91911,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,0
3066,1580,4,969999909,1.0,2167|3052|1120|1060|344|2302|2916|1673|70|1370,496|3301|2518|965|3663|1210|650|2563|905|2485,M,18,4,61801,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,1
5176,1580,4,965939614,1.0,432|2879|260|2628|3286|3615|3793|3578|3354|1200,1661|2146|3017|1203|1094|2968|3259|651|1226|171,M,1,10,60423,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,1
540,3763,3,976126893,1.0,1089|69|2329|318|110|1206|778|2692|1704|32,1902|2401|2083|1473|2668|3052|729|3205|3592|3642,M,18,1,15213,F/X (1986),Action|Crime|Thriller,0
2254,3763,4,974594876,1.0,2353|3178|1220|2991|2826|1573|3527|349|2006|89,3049|338|1031|2615|2131|1316|2937|1538|2164|1545,M,35,5,33317,F/X (1986),Action|Crime|Thriller,1
3809,3763,4,965962677,1.0,589|1275|2662|3628|3384|1954|2916|3793|2058|1580,3760|779|3278|486|2806|2896|1568|597|2343|614,M,35,6,20650,F/X (1986),Action|Crime|Thriller,1
5211,3763,4,961598654,1.0,2248|3347|1290|1296|1959|3684|1198|1200|1374|1036,2899|2465|3518|2112|3039|3838|236|3011|1012|1880,M,25,1,40214,F/X (1986),Action|Crime|Thriller,1
541,590,4,976126935,1.0,2336|2125|249|1721|357|2291|2580|3418|587|1485,3403|2909|3137|2202|1465|1926|1472|2280|78|2766,F,18,4,5849574,Dances with Wolves (1990),Adventure|Drama|Western,1
542,648,4,976120806,1.0,3793|2455|3555|1580|480|70|3450|524|3624|3481,2915|3316|2600|3894|222|3336|1523|747|2852|3374,M,18,4,78705,Mission: Impossible (1996),Action|Adventure|Mystery,1
1290,648,4,979019364,1.0,3160|2312|3730|2791|3507|2948|551|266|2135|1997,2878|2072|3415|2027|2493|2249|1209|2455|3760|1117,M,35,0,91504,Mission: Impossible (1996),Action|Adventure|Mystery,1
1678,648,5,976523492,1.0,3298|3617|3787|3285|2193|1967|653|1027|2710|2712,3493|906|3665|297|3171|744|3237|3445|3843|2153,F,18,17,97070,Mission: Impossible (1996),Action|Adventure|Mystery,1
1989,648,4,974682779,1.0,908|2858|1259|1035|480|2160|3624|3947|3327|70,3822|3353|1148|2758|2772|336|3640|54|1573|2746,M,50,6,02090,Mission: Impossible (1996),Action|Adventure|Mystery,1
2461,648,3,975200012,1.0,1089|1393|1704|36|2329|3386|3948|3913|3160|3553,151|1170|2398|2131|2260|2740|1601|2578|2329|2715,M,18,4,98117,Mission: Impossible (1996),Action|Adventure|Mystery,0
543,350,4,976433022,1.0,1777|2875|2146|1475|731|1732|2413|517|1088|707,2568|3818|3548|2119|1892|1860|1159|1535|908|2268,M,25,5,55057,"Client, The (1994)",Drama|Mystery|Thriller,1
551,3157,2,976068137,1.0,492|1245|440|2324|3178|1923|552|597|2671|339,3804|2779|1014|3349|1656|336|1948|696|3761|2325,M,35,20,55116,Stuart Little (1999),Children's|Comedy,0
3799,3157,4,966007593,1.0,3507|587|3450|543|1125|3255|252|2141|2423|2413,614|2496|632|2|1979|1398|2830|229|2234|3500,M,18,0,17844,Stuart Little (1999),Children's|Comedy,1
3858,3157,5,965877245,1.0,2033|3034|2090|616|2137|3672|3674|2470|2355|2716,1915|426|2954|3533|1018|2109|2784|2882|3567|3448,F,45,9,63119,Stuart Little (1999),Children's|Comedy,1
4696,3157,5,963598155,1.0,3717|3536|3752|3552|2687|2413|3082|2746|3033|2605,424|2261|1716|270|2171|3432|591|393|754|2919,M,18,12,10027,Stuart Little (1999),Children's|Comedy,1
5553,3157,4,959458287,1.0,2739|3704|2081|2145|2150|2746|1090|3102|2423|3422,2571|256|3380|3281|730|3694|1623|2537|2959|414,M,35,3,29425,Stuart Little (1999),Children's|Comedy,1
553,2321,4,976063078,1.0,1414|2683|417|500|586|1711|3258|370|2436|2829,2431|683|1160|2211|769|1714|1713|3664|3013|3560,M,25,2,94131,Pleasantville (1998),Comedy,1
2607,2321,3,973728748,1.0,1213|1089|1704|590|3723|2959|2028|3100|265|1357,1714|3408|2801|3036|3453|1746|749|2361|2883|3709,F,56,0,48178,Pleasantville (1998),Comedy,0
4840,2321,1,962858302,1.0,3256|1393|3418|261|3499|337|62|1672|1641|367,3136|1566|2028|3613|3605|2965|776|3413|924|3881,F,45,6,63135,Pleasantville (1998),Comedy,0
5093,2321,3,962385481,1.0,150|161|480|733|3256|2690|588|1408|553|805,2440|545|3849|1327|3487|3579|2131|2675|1600|2698,M,50,7,19047,Pleasantville (1998),Comedy,0
5180,2321,5,961825851,1.0,34|235|2997|1193|3362|3371|3730|3006|2959|2762,2203|3695|1567|484|2112|1859|1150|3891|3527|1171,M,35,11,85044,Pleasantville (1998),Comedy,1
555,2294,3,976055893,1.0,1148|1|1282|3213|2761|2987|588|1907|364|2081,767|2188|19|1718|643|243|2257|3718|1704|378,M,18,4,53213,Antz (1998),Animation|Children's,0
5550,2294,4,959737333,1.0,3020|2409|1479|3430|2410|288|2535|594|1907|364,1112|2775|2122|174|475|2551|3776|1654|930|3663,M,35,15,48187,Antz (1998),Animation|Children's,1
558,589,4,976137431,1.0,1272|2662|2427|1183|647|2573|2692|3897|3914|3160,115|1770|2455|124|1340|1470|3408|1551|803|2097,M,35,20,55108,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,1
1152,589,5,974873278,1.0,1258|2858|3159|2959|3456|741|1748|2729|3578|110,2043|1704|3152|1446|1958|3036|3473|1622|3193|2958,M,18,4,30328,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,1
4431,589,1,965100886,1.0,296|1219|1199|2348|593|3668|235|1084|924|1997,593|232|627|3873|90|2445|3479|2483|1288|49,M,1,14,80401,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,0
5811,589,3,961568082,1.0,2622|1247|2289|2324|3475|2398|1962|943|2723|3744,2190|1167|380|2604|1971|409|318|2153|2962|1548,M,18,4,60202,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,0
559,2396,2,976047042,1.0,1641|3370|593|924|1674|457|2762,1755|190|3463|1523|1844|222|949,F,25,7,60422,Shakespeare in Love (1998),Comedy|Romance,0
615,2396,4,975979360,1.0,2278|1722|10|380|466|3107|1573|165|786|2628,3774|2316|2675|3389|933|3429|1098|654|105|1610,M,50,17,32951,Shakespeare in Love (1998),Comedy|Romance,1
814,2396,5,975392979,1.0,1275|3175|1580|2406|2628|2193|2161|1566|3745|912,3341|283|1601|648|1730|281|3499|1396|3233|3757,F,18,4,92612,Shakespeare in Love (1998),Comedy|Romance,1
1463,2396,4,1007678909,1.0,2424|852|1888|2297|2316|2822|3257|2706|3863|3185,1289|1601|1068|75|572|3170|1038|1052|2139|1600,M,50,16,92612-3417,Shakespeare in Love (1998),Comedy|Romance,1
2979,2396,5,971831532,1.0,1148|2987|661|3751|2395|2599|246|1136|2763|1300,3211|3049|3042|743|1131|3104|573|3588|2897|2040,M,35,2,45243,Shakespeare in Love (1998),Comedy|Romance,1
3038,2396,5,1018061478,1.0,2565|2746|901|2657|2877|1298|2135|1380|1031|1079,211|1178|1723|2470|1579|2827|3025|3776|1040|2162,F,35,2,97401,Shakespeare in Love (1998),Comedy|Romance,1
3070,2396,4,969943619,1.0,2804|1394|111|1041|1206|1189|3819|1217|1235|2858,796|2133|1519|3591|2145|2651|3481|1077|2054|3792,F,18,4,10708,Shakespeare in Love (1998),Comedy|Romance,1
3100,2396,5,969592343,1.0,3174|34|1673|1704|778|1393|1094|529|2890|1188,274|2885|2569|1307|3039|1782|3544|1021|3053|2148,F,25,6,91423,Shakespeare in Love (1998),Comedy|Romance,1
3475,2396,4,1016256875,1.0,1263|2371|3147|1244|1243|306|2194|1674|1035|1258,3564|994|3096|1279|1816|3820|2546|1014|806|2495,M,25,14,33133,Shakespeare in Love (1998),Comedy|Romance,1
3556,2396,3,966808364,1.0,2762|2174|3479|2100|2161|367|1136|2997|1259|3114,3406|1815|220|359|1120|1206|597|3240|3563|3012,M,25,17,03038,Shakespeare in Love (1998),Comedy|Romance,0
3767,2396,4,966081656,1.0,2427|2442|1183|425|2686|326|3252|2858|2706|1959,1321|1091|2715|3535|3537|1186|724|120|720|898,M,25,0,94305,Shakespeare in Love (1998),Comedy|Romance,1
4734,2396,5,963327034,1.0,1446|1251|296|1197|3681|1358|2303|1188|527|2028,478|3698|1816|470|3951|2806|1476|1949|700|36,M,50,1,93105,Shakespeare in Love (1998),Comedy|Romance,1
5018,2396,5,962590692,1.0,105|3252|3528|2269|309|1617|648|1092|377|1265,1139|1959|3277|2004|2446|2568|3086|2598|1716|3021,F,56,12,90290,Shakespeare in Love (1998),Comedy|Romance,1
5203,2396,5,961641248,1.0,303|1266|2012|553|383|1379|2890|1233|110|1676,3846|2712|1361|3669|2386|390|2980|286|1844|701,F,45,6,01545,Shakespeare in Love (1998),Comedy|Romance,1
5535,2396,4,959582231,1.0,2194|47|2985|3091|527|1250|1200|1210|1127|2716,3789|2687|3826|325|565|257|845|687|760|132,M,25,15,94538,Shakespeare in Love (1998),Comedy|Romance,1
5558,2396,2,961631736,1.0,2987|1907|317|653|919|10|2949|1722|3082|771,1263|1848|1308|242|3874|3057|3049|2118|1557|1079,M,1,10,02446,Shakespeare in Love (1998),Comedy|Romance,0
560,160,4,976050033,1.0,3139|1037|172|836|2530|1882|1373|533|3314|1867,114|3036|1191|3571|3435|1415|3385|2041|3874|561,M,45,15,81335,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1
772,160,2,975440840,1.0,2571|1917|198|32|2916|2012|1215|748|1590|379,1466|3246|2136|2449|111|2565|3312|3635|587|1496,M,18,12,89118,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0
1603,160,2,977149988,1.0,3481|3825|3044|1625|3176|1597|648|1092|1892|517,3756|3925|100|3013|710|3095|107|580|1397|300,F,25,0,13326,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0
2223,160,2,975264233,1.0,231|303|434|784|2004|2094|485|1919|277|1920,852|3478|838|2468|2064|3884|3530|964|3453|2422,M,25,2,60123,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0
2494,160,2,974098102,1.0,441|2858|597|1753|1784|356|1617|1625|1909|1732,819|82|2514|2084|724|2033|2815|2001|2708|1954,M,18,4,52003,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0
3062,160,2,970019917,1.0,110|2976|1883|784|1895|2433|1835|3471|1552|1584,672|1028|2195|1917|2498|3772|1860|3724|2337|2525,M,18,4,03106,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0
3193,160,2,968646074,1.0,1676|1356|1580|1603|329|76|780|788|611|1391,3545|125|3452|2007|2586|1154|2377|1084|2279|2957,M,25,0,92019,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0
5490,160,2,959964786,1.0,733|1608|3256|368|553|588|595|364|2355|3159,3900|3872|1836|3119|641|3304|2998|1941|3508|3228,M,45,17,80907,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0
561,126,1,976046200,1.0,32|1704|2324|2710|50|1407|1717|1197|2762|2161,572|485|2788|489|174|2600|3756|2517|31|415,F,18,14,64060,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,0
4188,126,3,965326514,1.0,924|2826|2311|1459|2124|969|1200|3624|653|2628,3424|3898|3690|1722|1447|3298|3508|2240|624|3845,M,50,7,74137,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,0
563,3593,1,976046791,1.0,3793|2662|3175|1077|2985|1580|2117|2311|2012|24,3190|626|2978|1257|12|3272|3951|2317|1296|1740,M,25,4,53703,Battlefield Earth (2000),Action|Sci-Fi,0
650,3593,5,981996413,1.0,2804|1197|1259|1968|2918|3578|3753|3452|3316|3717,2968|390|219|1760|1136|16|385|1112|303|610,M,25,17,49445,Battlefield Earth (2000),Action|Sci-Fi,1
941,3593,1,975170616,1.0,908|2858|1127|3179|2706|2997,2255|1257|1815|2318|3687|2532,M,18,20,45387,Battlefield Earth (2000),Action|Sci-Fi,0
1794,3593,1,1042841995,1.0,377|151|2570|1801|2000|2710|1385|648|2268|3578,2935|1779|213|3433|2363|168|3011|2741|3332|2190,M,25,11,20878,Battlefield Earth (2000),Action|Sci-Fi,0
2004,3593,3,974677828,1.0,2450|256|1882|435|2532|1591|2701|2656|2531|546,2677|3774|913|343|2385|2777|1464|1291|2851|1240,M,45,19,53572,Battlefield Earth (2000),Action|Sci-Fi,0
2167,3593,1,974612960,1.0,3662|3660|2900|880|2722|611|1590|3663|3664|3665,3779|1721|868|361|2321|712|421|639|1905|434,F,25,6,95833,Battlefield Earth (2000),Action|Sci-Fi,0
3230,3593,3,968392642,1.0,457|1921|1845|1608|1552|1783|3078|595|2687|1907,2793|124|1760|2501|512|334|2417|31|2781|2027,M,35,16,92630,Battlefield Earth (2000),Action|Sci-Fi,0
3245,3593,1,968308837,1.0,3148|3225|3146|3301|3355|3624|3578|3535|3555|3457,3445|971|1854|3948|1477|3930|790|2234|936|3553,M,18,2,08820,Battlefield Earth (2000),Action|Sci-Fi,0
4063,3593,1,996117008,1.0,1193|110|3147|919|2398|3510|3916|3753|3189|3555,3386|1987|1342|604|3266|3333|1077|3404|3216|2458,F,35,1,29070,Battlefield Earth (2000),Action|Sci-Fi,0
4689,3593,1,965354071,1.0,1909|1732|1597|1834|2572|2908|2723|1243|3793|3623,3014|2239|3917|3860|1078|3218|2904|757|958|2828,M,18,12,02215,Battlefield Earth (2000),Action|Sci-Fi,0
4758,3593,1,963140218,1.0,2028|1704|199|1393|2573|531|2336|1584|3260|529,3184|3114|377|1256|3117|1686|1377|3097|3032|2670,F,56,13,03261,Battlefield Earth (2000),Action|Sci-Fi,0
4965,3593,1,962688965,1.0,2997|2762|3174|3510|3753|3578|3623|3745|3744|3555,2832|2920|92|2640|2359|2626|3070|809|1017|662,M,1,10,63123-1507,Battlefield Earth (2000),Action|Sci-Fi,0
5151,3593,2,961987744,1.0,3535|3264|2389|2719|3481|3578|3744|3617|3745|3484,2274|3488|293|2683|72|862|3649|1924|3510|2484,M,18,19,30662,Battlefield Earth (2000),Action|Sci-Fi,0
5379,3593,2,960399191,1.0,2605|1863|2762|3081|2628|2831|2882|3578|3624|3623,2180|3122|179|890|518|2165|2967|3840|2186|1020,M,25,7,84095,Battlefield Earth (2000),Action|Sci-Fi,0
5630,3593,2,1045004624,1.0,1267|3363|1202|1266|969|1953|3163|1200|780|2300,2678|1851|107|3656|1858|1431|2254|2939|1793|2393,M,35,17,06854,Battlefield Earth (2000),Action|Sci-Fi,0
564,1952,2,976041104,1.0,3471|920|1219|2067|1945|2028|150|1221|1035|3061,1311|1728|997|2813|3919|44|1543|2819|3219|926,M,45,1,49419,Midnight Cowboy (1969),Drama,0
3910,1952,4,965757541,1.0,1078|3066|1252|913|922|1617|1284|3334|608|1193,3659|2583|3330|830|3088|3828|2860|693|773|603,M,25,20,91505,Midnight Cowboy (1969),Drama,1
5738,1952,3,958452393,1.0,2706|2707|223|2355|1093|2581|2310|2502|2395|2841,1042|546|1441|3157|3147|3927|920|3419|3191|18,M,25,12,55406,Midnight Cowboy (1969),Drama,0
571,1047,3,975998975,1.0,2353|161|16|377|2058|1805|454|628|1732|1597,2752|1762|2082|1302|450|1997|1305|1381|986|855,M,50,5,95401,"Long Kiss Goodnight, The (1996)",Action|Thriller,0
2553,1047,4,973998180,1.0,1625|1129|3551|454|1343|2916|377|349|1608|474,2522|1015|728|1676|2174|1070|991|2534|907|200,M,25,7,29369,"Long Kiss Goodnight, The (1996)",Action|Thriller,1
572,3616,3,975996507,1.0,2006|3861|3916|3578|3623|3745|3225,1703|113|3472|583|3706|2159|3676,M,18,4,61801,Loser (2000),Comedy|Romance,0
686,3616,2,975602285,1.0,589|1704|296|457|733|480|110|1408|2427|3178,1117|254|899|3802|2837|441|2340|2297|1270|3468,M,18,4,27514,Loser (2000),Comedy|Romance,0
714,3616,4,978552874,1.0,1258|1387|2947|1954|1047|2406|3821|1644|1049|886,2047|1324|3630|2125|3264|229|1674|1958|334|3192,M,18,4,76013,Loser (2000),Comedy|Romance,1
1910,3616,4,974696817,1.0,3509|3326|3798|3565|3745|3328|3273|3286|3177|3452,3513|1471|2461|811|3385|1344|3411|1073|1049|405,M,1,10,94707,Loser (2000),Comedy|Romance,1
574,2599,5,975991281,1.0,593|2858|318|50|608|527|1089|1|296|1213,2927|1078|1677|1827|1519|3220|2287|2667|3703|606,M,25,19,90214,Election (1999),Comedy,1
987,2599,4,987458862,1.0,1542|969|1247|1300|1584|62|1682|1885|1187|612,96|2355|827|2456|3501|3012|1768|2546|1081|1013,F,35,17,48098,Election (1999),Comedy,1
1009,2599,5,975028273,1.0,969|1214|3083|1200|2858|1225|2329|3363|1916|1885,705|3004|3000|310|642|2867|192|303|3205|2644,M,50,7,48315,Election (1999),Comedy,1
1041,2599,5,986092737,1.0,3077|1446|3823|2858|2997|3516|2770|2369|2575|2759,1187|3824|3614|2653|3039|1662|2369|3033|3743|3095,M,45,2,94306,Election (1999),Comedy,1
1929,2599,4,974690127,1.0,2706|2572|3534|2997|223|2355|2759|3408|2336|3159,399|2209|210|312|549|2309|3359|2510|2017|2986,F,1,10,91107,Election (1999),Comedy,1
2135,2599,3,974642329,1.0,3713|2396|1617|246|3114|1233|1265|800|337|2501,2749|1935|1514|3093|2514|3459|2307|1144|3177|899,M,50,1,01778,Election (1999),Comedy,0
2502,2599,5,974086203,1.0,36|918|1028|1259|1269|3179|3298|2546|1911|3408,628|414|1104|3578|571|2805|3654|540|1197|745,M,56,13,49423,Election (1999),Comedy,1
2534,2599,3,974643117,1.0,2300|2936|745|1394|2064|927|3421|2858|2937|905,1336|1002|3022|1313|2092|1290|3110|3413|1353|3814,F,50,6,37922,Election (1999),Comedy,0
3339,2599,5,967823707,1.0,2908|1265|1500|32|293|1094|2997|2804|1197|3421,2986|761|3783|593|1518|1985|2096|925|3719|2180,M,25,17,44118,Election (1999),Comedy,1
5548,2599,5,991268763,1.0,461|597|1701|1441|1366|247|1682|1466|261|551,2773|3831|1066|1334|542|3231|2181|2070|3817|2063,F,18,4,02138,Election (1999),Comedy,1
5898,2599,3,959026670,1.0,2571|2858|2355|2541|2336|2580|2716|2394|1513|3176,1134|3050|1354|2535|3580|2989|1384|138|3468|1150,F,18,0,02143,Election (1999),Comedy,0
575,592,4,976498113,1.0,1060|260|1376|597|3481|3606|1291|1197|1198|1036,1519|2119|3877|1136|3902|631|2014|1148|1911|299,M,25,12,92130,Batman (1989),Action|Adventure|Crime|Drama,1
3479,592,4,967091016,1.0,2677|110|1246|2139|1784|3267|1500|1287|388|2872,2162|508|779|780|1855|3111|3904|766|3846|148,M,18,4,78626,Batman (1989),Action|Adventure|Crime|Drama,1
3741,592,4,966161962,1.0,1912|1639|1094|1357|2621|58|417|555|2020|1036,710|335|2127|682|2411|2600|1059|862|3917|1645,M,25,0,96818,Batman (1989),Action|Adventure|Crime|Drama,1
4940,592,4,1022015922,1.0,2376|3167|2067|2454|2406|1150|1674|750|2611|2729,300|32|3363|164|1967|190|794|3420|1392|3651,F,50,11,94102,Batman (1989),Action|Adventure|Crime|Drama,1
579,2890,3,975978164,1.0,2795|2423|3685|2416|3688|2792|1196|1036|2762|2571,562|2896|2901|1595|3593|40|1283|3623|3198|3638,M,25,5,32839,Three Kings (1999),Drama|War,0
4525,2890,3,964808473,1.0,1204|527|1196|356|1208|1299|2944|1294|151|1090,3161|1867|3260|550|397|1837|2960|3769|2539|2608,M,25,14,10021,Three Kings (1999),Drama|War,0
4895,2890,5,968118733,1.0,1620|3793|318|206|3451|3296|1073|2000|2501|3081,8|587|2997|2174|1432|3529|3433|1559|537|947,F,25,3,52001,Three Kings (1999),Drama|War,1
580,2944,4,975971982,1.0,1210|1222|2972|2476|3441|3137|1262|3062|3654|1204,3102|2695|3176|1687|64|2420|738|1368|149|5,M,1,10,08534,"Dirty Dozen, The (1967)",Action|War,1
1275,2944,4,974807945,1.0,1250|920|1242|1294|2028|2670|161|1927|1944|1960,2686|2669|153|3336|3427|345|28|2312|1815|1939,M,50,17,39567,"Dirty Dozen, The (1967)",Action|War,1
2527,2944,5,974058435,1.0,858|1214|1304|110|1953|2028|1287|2571|2000|1201,3092|3297|2580|3682|2865|924|3122|111|977|939,M,35,15,36109,"Dirty Dozen, The (1967)",Action|War,1
5701,2944,4,960757641,1.0,2889|1517|1221|858|110|2028|1222|1242|2194|2529,2109|1510|3475|1429|3024|998|186|498|572|1185,M,25,7,55311,"Dirty Dozen, The (1967)",Action|War,1
581,3809,4,975966585,1.0,2875|2822|168|3257|1784|2321|440|1042|21|11,3593|1788|3505|479|132|2363|2881|3161|1426|1684,M,50,14,73543,What About Bob? (1991),Comedy,1
3994,3809,4,966702487,1.0,2406|3448|3450|2245|2463|2133|2746|21|3210|141,3804|2711|3828|3792|1721|175|745|3484|3691|545,M,50,7,43081,What About Bob? (1991),Comedy,1
4192,3809,3,965324995,1.0,3147|1687|3763|3836|3755,3062|3290|3113|217|2322,M,35,17,77521,What About Bob? (1991),Comedy,0
4365,3809,4,965183750,1.0,527|1196|2245|3844,2445|659|1897|16,F,50,16,46350,What About Bob? (1991),Comedy,1
4759,3809,4,963198174,1.0,1230|3424|982|1219|1252|2424|2891|608|1188|2736,3469|3311|1186|2343|3322|939|1651|2201|1628|1927,F,50,0,04259,What About Bob? (1991),Comedy,1
582,42,5,981996356,1.0,2841|2702|3798|3114|2987|3793|86|2169|36|1246,3327|3308|2153|3145|3246|2968|3096|3318|1146|2048,M,18,4,67042,Dead Presidents (1995),Action|Crime|Drama,1
586,1276,5,975949464,1.0,2529|29|1206|745|1148|2761|1223|2858|2300|1235,2032|2229|2202|289|2617|2524|2201|2874|1447|3791,M,35,14,53092,Cool Hand Luke (1967),Comedy|Drama,1
5528,1276,5,959634049,1.0,1258|1172|2983|111|1096|2871|3198|1957|2357|3469,2454|2889|256|2561|1008|307|2542|3163|3816|2826,M,50,1,45840,Cool Hand Luke (1967),Comedy|Drama,1
589,996,5,975919602,1.0,2918|2997|2791|235|2542|3088|1500|1379|2012|553,2562|3325|1295|2155|1390|1276|3034|1167|1088|1065,M,18,2,90210,Last Man Standing (1996),Action|Drama|Western,1
5284,996,4,961101511,1.0,2628|541|1307|1299|590|553|383|1378|266|1379,2067|3734|3409|441|3480|3582|3899|853|2708|1175,M,25,16,55426,Last Man Standing (1996),Action|Drama|Western,1
592,1218,5,975903130,1.0,3623|3316|3717|50|1799|1500|260|1196|1198|858,1053|12|2460|3729|1672|2554|1585|3012|3612|3629,M,18,0,92103,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,1
593,3623,2,1002856816,1.0,369|3252|3145|2106|3481|2774|3949|3408|3911|3720,1388|2743|3235|630|3074|787|1559|3278|1202|45,F,50,1,91711,Mission: Impossible 2 (2000),Action|Thriller,0
619,3623,2,975801052,1.0,1244|232|2324|2804|2858|1136|2599|2997|3083|2248,3479|859|77|2823|570|3034|208|3279|163|1141,F,18,1,94706,Mission: Impossible 2 (2000),Action|Thriller,0
2109,3623,3,975377859,1.0,3618|904|223|903|919|1103|928|1935|3755|1079,2016|219|290|465|1725|1330|3517|861|3329|958,M,25,16,13090,Mission: Impossible 2 (2000),Action|Thriller,0
2454,3623,2,978978168,1.0,1957|2694|3255|3271|3360|1569|1442|1246|3784|333,235|1096|3627|1569|526|1545|2667|3407|2019|959,M,18,0,97005,Mission: Impossible 2 (2000),Action|Thriller,0
